사용자아이디,영화아이디,평점,타임스탬프,성별,연령,직업,지역,영화제목,장르
4304,11,4,965264434,M,18,0,46250,"American President, The (1995)",Comedy|Drama|Romance
4322,11,3,965258337,F,50,6,75605,"American President, The (1995)",Comedy|Drama|Romance
4326,11,4,965246104,F,45,13,94931,"American President, The (1995)",Comedy|Drama|Romance
4328,11,4,1014825214,M,50,3,75650,"American President, The (1995)",Comedy|Drama|Romance
4335,11,4,965767958,M,35,0,74011,"American President, The (1995)",Comedy|Drama|Romance
4345,11,4,966435682,F,25,14,44304,"American President, The (1995)",Comedy|Drama|Romance
4347,11,4,965218979,F,18,20,77304,"American President, The (1995)",Comedy|Drama|Romance
4352,11,3,965533862,M,18,4,11010,"American President, The (1995)",Comedy|Drama|Romance
4357,11,4,965189055,F,35,9,83616,"American President, The (1995)",Comedy|Drama|Romance
4379,11,4,965178714,M,25,4,27278,"American President, The (1995)",Comedy|Drama|Romance
4384,11,4,965173234,M,25,0,43623,"American President, The (1995)",Comedy|Drama|Romance
4386,11,3,965168910,M,25,5,74055,"American President, The (1995)",Comedy|Drama|Romance
4387,11,4,965252014,F,18,4,63109,"American President, The (1995)",Comedy|Drama|Romance
4388,11,5,965166099,M,45,3,75074,"American President, The (1995)",Comedy|Drama|Romance
4389,11,3,965164953,M,25,4,48072,"American President, The (1995)",Comedy|Drama|Romance
4390,11,3,965164669,M,25,0,11201,"American President, The (1995)",Comedy|Drama|Romance
4400,11,4,965159607,F,18,4,43402,"American President, The (1995)",Comedy|Drama|Romance
4404,11,3,965157491,M,25,1,57106,"American President, The (1995)",Comedy|Drama|Romance
4411,11,5,969331882,M,18,4,92122,"American President, The (1995)",Comedy|Drama|Romance
4418,11,3,1018134872,F,50,0,2139,"American President, The (1995)",Comedy|Drama|Romance
4422,11,4,965118451,M,25,5,10463,"American President, The (1995)",Comedy|Drama|Romance
4425,11,3,965110140,M,35,7,98607,"American President, The (1995)",Comedy|Drama|Romance
4430,11,2,965105200,F,25,0,94403,"American President, The (1995)",Comedy|Drama|Romance
4432,11,4,965100310,M,25,12,21045,"American President, The (1995)",Comedy|Drama|Romance
4448,11,4,966968748,M,25,14,6880,"American President, The (1995)",Comedy|Drama|Romance
4468,11,5,965068407,F,35,7,75601,"American President, The (1995)",Comedy|Drama|Romance
4470,11,5,965067304,M,35,12,15089,"American President, The (1995)",Comedy|Drama|Romance
4472,11,4,965067615,F,45,16,14424,"American President, The (1995)",Comedy|Drama|Romance
4478,11,3,984172086,M,1,12,2138,"American President, The (1995)",Comedy|Drama|Romance
4480,11,2,965026310,M,25,0,94403,"American President, The (1995)",Comedy|Drama|Romance
4482,11,3,965101731,F,35,1,94044,"American President, The (1995)",Comedy|Drama|Romance
4489,11,4,983303887,M,18,4,78613,"American President, The (1995)",Comedy|Drama|Romance
4505,11,4,964985081,M,50,7,39648,"American President, The (1995)",Comedy|Drama|Romance
4517,11,3,964862906,F,18,1,48067,"American President, The (1995)",Comedy|Drama|Romance
4521,11,3,964836671,M,35,12,15202,"American President, The (1995)",Comedy|Drama|Romance
4524,11,4,964813775,M,25,2,55113,"American President, The (1995)",Comedy|Drama|Romance
4532,11,4,964736626,M,25,7,10025,"American President, The (1995)",Comedy|Drama|Romance
4543,11,5,965110672,M,25,2,11105,"American President, The (1995)",Comedy|Drama|Romance
4561,11,4,964498036,F,25,9,84037,"American President, The (1995)",Comedy|Drama|Romance
4562,11,5,964496099,M,35,10,94133,"American President, The (1995)",Comedy|Drama|Romance
4568,11,4,964479341,F,25,4,90034,"American President, The (1995)",Comedy|Drama|Romance
4572,11,4,964462447,F,1,10,17036,"American President, The (1995)",Comedy|Drama|Romance
4578,11,4,964389458,M,25,0,2134,"American President, The (1995)",Comedy|Drama|Romance
4580,11,4,964400930,F,56,13,97113,"American President, The (1995)",Comedy|Drama|Romance
4605,11,3,964204378,M,25,15,92656,"American President, The (1995)",Comedy|Drama|Romance
4607,11,4,964308045,M,25,0,27403,"American President, The (1995)",Comedy|Drama|Romance
4611,11,3,964155450,F,18,4,78705,"American President, The (1995)",Comedy|Drama|Romance
4617,11,4,964138704,F,25,6,55433,"American President, The (1995)",Comedy|Drama|Romance
4626,11,5,964114913,M,25,14,97219,"American President, The (1995)",Comedy|Drama|Romance
4635,11,4,964034825,M,18,4,94703,"American President, The (1995)",Comedy|Drama|Romance
4637,11,5,964032079,F,35,9,48302,"American President, The (1995)",Comedy|Drama|Romance
4650,11,4,963954842,M,25,7,30041,"American President, The (1995)",Comedy|Drama|Romance
4653,11,5,975534243,M,35,12,95051,"American President, The (1995)",Comedy|Drama|Romance
4655,11,3,963902578,F,25,1,92037,"American President, The (1995)",Comedy|Drama|Romance
4656,11,5,963894351,M,25,17,94041,"American President, The (1995)",Comedy|Drama|Romance
4659,11,5,963974741,F,25,14,37076,"American President, The (1995)",Comedy|Drama|Romance
4682,11,4,993077650,M,25,7,5346,"American President, The (1995)",Comedy|Drama|Romance
4695,11,2,963597513,M,18,18,56002,"American President, The (1995)",Comedy|Drama|Romance
4705,11,4,963535938,F,18,0,75115,"American President, The (1995)",Comedy|Drama|Romance
4718,11,4,963428186,M,35,7,3885,"American President, The (1995)",Comedy|Drama|Romance
4725,11,4,963377594,M,35,5,96707-1321,"American President, The (1995)",Comedy|Drama|Romance
4726,11,4,963988459,F,35,16,95828,"American President, The (1995)",Comedy|Drama|Romance
4728,11,3,973325559,M,25,19,31401,"American President, The (1995)",Comedy|Drama|Romance
4729,11,3,963349696,M,50,16,55347,"American President, The (1995)",Comedy|Drama|Romance
4736,11,2,963633178,M,18,20,91505,"American President, The (1995)",Comedy|Drama|Romance
4747,11,3,963243031,M,18,4,26201,"American President, The (1995)",Comedy|Drama|Romance
4748,11,5,963268342,M,45,16,60302,"American President, The (1995)",Comedy|Drama|Romance
4750,11,4,963191516,F,25,0,91107,"American President, The (1995)",Comedy|Drama|Romance
4754,11,4,963180561,F,18,0,91107,"American President, The (1995)",Comedy|Drama|Romance
4781,11,4,982446699,F,50,6,4086,"American President, The (1995)",Comedy|Drama|Romance
4784,11,4,963253202,F,35,6,48105,"American President, The (1995)",Comedy|Drama|Romance
4785,11,4,963002549,F,25,14,55104,"American President, The (1995)",Comedy|Drama|Romance
4786,11,3,963009490,M,45,6,22630,"American President, The (1995)",Comedy|Drama|Romance
4789,11,2,963005305,M,35,2,55104,"American President, The (1995)",Comedy|Drama|Romance
4792,11,3,962992572,F,50,7,94123,"American President, The (1995)",Comedy|Drama|Romance
4799,11,5,963098321,F,18,4,2809,"American President, The (1995)",Comedy|Drama|Romance
4800,11,4,962944403,M,18,4,80521,"American President, The (1995)",Comedy|Drama|Romance
4802,11,5,962941446,M,56,1,40601,"American President, The (1995)",Comedy|Drama|Romance
4808,11,3,962957591,M,35,0,96707-1321,"American President, The (1995)",Comedy|Drama|Romance
4809,11,3,963251536,F,50,4,20902,"American President, The (1995)",Comedy|Drama|Romance
4813,11,5,962930550,F,35,9,46077,"American President, The (1995)",Comedy|Drama|Romance
4814,11,4,962991649,M,18,14,80526,"American President, The (1995)",Comedy|Drama|Romance
4815,11,4,962928945,F,50,18,4849,"American President, The (1995)",Comedy|Drama|Romance
4819,11,4,962922427,M,35,18,17350,"American President, The (1995)",Comedy|Drama|Romance
4821,11,3,962926077,M,18,19,75080,"American President, The (1995)",Comedy|Drama|Romance
4823,11,3,963010143,M,18,4,46219,"American President, The (1995)",Comedy|Drama|Romance
4824,11,3,962916914,M,25,7,55411,"American President, The (1995)",Comedy|Drama|Romance
4829,11,4,964235255,M,25,0,20008,"American President, The (1995)",Comedy|Drama|Romance
4845,11,5,963282607,F,25,1,55413,"American President, The (1995)",Comedy|Drama|Romance
4858,11,2,962828130,M,25,1,4086,"American President, The (1995)",Comedy|Drama|Romance
4863,11,4,962822530,F,25,9,84037,"American President, The (1995)",Comedy|Drama|Romance
4869,11,3,962817066,F,45,6,4578,"American President, The (1995)",Comedy|Drama|Romance
4873,11,2,962788828,M,56,11,13760,"American President, The (1995)",Comedy|Drama|Romance
4878,11,4,962764992,M,50,4,94070,"American President, The (1995)",Comedy|Drama|Romance
4887,11,4,962740434,M,18,2,19072,"American President, The (1995)",Comedy|Drama|Romance
4889,11,4,963009960,M,18,4,63108,"American President, The (1995)",Comedy|Drama|Romance
4914,11,5,962678223,F,25,1,2453,"American President, The (1995)",Comedy|Drama|Romance
4916,11,4,962676201,M,18,20,85054,"American President, The (1995)",Comedy|Drama|Romance
4927,11,4,962661802,M,45,0,97520,"American President, The (1995)",Comedy|Drama|Romance
4931,11,4,962652082,M,50,17,90031,"American President, The (1995)",Comedy|Drama|Romance
4939,11,3,962790866,M,25,7,63105,"American President, The (1995)",Comedy|Drama|Romance
4940,11,3,1022013265,F,50,11,94102,"American President, The (1995)",Comedy|Drama|Romance
4950,11,4,962946569,M,25,16,55421,"American President, The (1995)",Comedy|Drama|Romance
4952,11,3,962639753,F,25,14,48067,"American President, The (1995)",Comedy|Drama|Romance
4954,11,3,962638503,M,45,0,92679,"American President, The (1995)",Comedy|Drama|Romance
4957,11,3,962639566,M,25,2,48197,"American President, The (1995)",Comedy|Drama|Romance
4962,11,3,963095390,M,25,6,55439,"American President, The (1995)",Comedy|Drama|Romance
4972,11,4,962607950,M,35,0,95118,"American President, The (1995)",Comedy|Drama|Romance
4973,11,5,962606455,F,56,2,949702,"American President, The (1995)",Comedy|Drama|Romance
4981,11,4,962597991,M,50,1,55406,"American President, The (1995)",Comedy|Drama|Romance
4999,11,4,962592468,F,56,13,92407,"American President, The (1995)",Comedy|Drama|Romance
5001,11,4,1019973068,F,25,2,63119,"American President, The (1995)",Comedy|Drama|Romance
5005,11,4,962593402,M,45,16,92807,"American President, The (1995)",Comedy|Drama|Romance
5011,11,4,962590397,M,18,4,64154,"American President, The (1995)",Comedy|Drama|Romance
5015,11,5,962594375,M,35,6,92672,"American President, The (1995)",Comedy|Drama|Romance
5016,11,3,962584583,F,35,1,89447,"American President, The (1995)",Comedy|Drama|Romance
5026,11,2,962776092,M,25,17,92584,"American President, The (1995)",Comedy|Drama|Romance
5029,11,3,962565409,M,25,4,70115,"American President, The (1995)",Comedy|Drama|Romance
5035,11,5,962555644,F,25,17,19810,"American President, The (1995)",Comedy|Drama|Romance
5046,11,3,962506102,M,25,16,60614,"American President, The (1995)",Comedy|Drama|Romance
5047,11,4,962497605,M,45,6,23452,"American President, The (1995)",Comedy|Drama|Romance
5048,11,5,962496254,F,35,7,30350,"American President, The (1995)",Comedy|Drama|Romance
5050,11,5,968038282,F,18,4,11024,"American President, The (1995)",Comedy|Drama|Romance
5054,11,3,962586039,M,35,2,20818,"American President, The (1995)",Comedy|Drama|Romance
5056,11,4,962488260,M,45,1,16673,"American President, The (1995)",Comedy|Drama|Romance
5065,11,4,962478758,M,25,14,28715,"American President, The (1995)",Comedy|Drama|Romance
5074,11,3,962438861,M,1,0,20132,"American President, The (1995)",Comedy|Drama|Romance
5076,11,3,962420719,M,25,3,19147,"American President, The (1995)",Comedy|Drama|Romance
5083,11,4,962407112,M,25,4,16803,"American President, The (1995)",Comedy|Drama|Romance
5084,11,3,962400233,M,18,4,10013,"American President, The (1995)",Comedy|Drama|Romance
5087,11,4,967344108,F,25,6,19102,"American President, The (1995)",Comedy|Drama|Romance
5091,11,4,963677142,M,25,17,19810,"American President, The (1995)",Comedy|Drama|Romance
5092,11,4,962388813,M,56,14,18954,"American President, The (1995)",Comedy|Drama|Romance
5100,11,4,962408650,M,50,6,193122042,"American President, The (1995)",Comedy|Drama|Romance
5106,11,5,962335232,F,35,1,19348,"American President, The (1995)",Comedy|Drama|Romance
5107,11,3,962336511,F,45,0,8081,"American President, The (1995)",Comedy|Drama|Romance
5108,11,3,962338215,F,25,9,93940,"American President, The (1995)",Comedy|Drama|Romance
5111,11,3,962330386,M,35,2,78006,"American President, The (1995)",Comedy|Drama|Romance
5113,11,1,971968584,M,25,0,55408,"American President, The (1995)",Comedy|Drama|Romance
5121,11,5,962238930,M,25,7,91608,"American President, The (1995)",Comedy|Drama|Romance
5124,11,3,962200126,M,35,2,20818,"American President, The (1995)",Comedy|Drama|Romance
5126,11,4,962154834,M,25,11,2453,"American President, The (1995)",Comedy|Drama|Romance
5131,11,4,962130956,F,25,1,77707,"American President, The (1995)",Comedy|Drama|Romance
5133,11,5,962089706,M,18,11,10028,"American President, The (1995)",Comedy|Drama|Romance
5138,11,4,962061380,M,25,17,35205,"American President, The (1995)",Comedy|Drama|Romance
5139,11,5,962059334,M,50,16,12866,"American President, The (1995)",Comedy|Drama|Romance
5140,11,4,962057724,M,25,6,35205,"American President, The (1995)",Comedy|Drama|Romance
5148,11,3,962014564,M,25,20,98101,"American President, The (1995)",Comedy|Drama|Romance
5150,11,3,961990794,M,25,3,98034,"American President, The (1995)",Comedy|Drama|Romance
5153,11,3,961968612,M,25,7,60046,"American President, The (1995)",Comedy|Drama|Romance
5163,11,5,961903096,M,45,6,53216,"American President, The (1995)",Comedy|Drama|Romance
5168,11,4,961892376,M,35,7,1720,"American President, The (1995)",Comedy|Drama|Romance
5182,11,4,961787925,F,35,7,55441,"American President, The (1995)",Comedy|Drama|Romance
5183,11,3,961770233,F,18,20,45202,"American President, The (1995)",Comedy|Drama|Romance
5185,11,4,963068748,F,35,4,44485,"American President, The (1995)",Comedy|Drama|Romance
5193,11,2,969062966,M,35,12,14619,"American President, The (1995)",Comedy|Drama|Romance
5196,11,3,961693674,M,56,7,20814,"American President, The (1995)",Comedy|Drama|Romance
5220,11,4,961545838,M,25,7,91436,"American President, The (1995)",Comedy|Drama|Romance
5222,11,3,1039068198,M,25,12,94501,"American President, The (1995)",Comedy|Drama|Romance
5234,11,4,961604690,F,25,0,60657,"American President, The (1995)",Comedy|Drama|Romance
5249,11,3,961602630,F,45,14,75006,"American President, The (1995)",Comedy|Drama|Romance
5250,11,3,961356557,M,50,6,1545,"American President, The (1995)",Comedy|Drama|Romance
5251,11,4,961900467,F,25,17,97330,"American President, The (1995)",Comedy|Drama|Romance
5256,11,5,961272252,M,25,16,30269,"American President, The (1995)",Comedy|Drama|Romance
5268,11,4,961172188,F,25,2,68502,"American President, The (1995)",Comedy|Drama|Romance
5271,11,3,961139364,F,25,0,94110,"American President, The (1995)",Comedy|Drama|Romance
5273,11,2,961111240,M,56,20,91030,"American President, The (1995)",Comedy|Drama|Romance
5275,11,4,961110231,M,25,17,60611,"American President, The (1995)",Comedy|Drama|Romance
5277,11,3,964556139,M,25,20,91740,"American President, The (1995)",Comedy|Drama|Romance
5279,11,4,961101000,F,25,14,55418,"American President, The (1995)",Comedy|Drama|Romance
5286,11,5,961092110,M,45,16,97068,"American President, The (1995)",Comedy|Drama|Romance
5302,11,5,960954663,F,1,10,2332,"American President, The (1995)",Comedy|Drama|Romance
5306,11,4,960939744,F,25,17,92121,"American President, The (1995)",Comedy|Drama|Romance
5312,11,3,960924218,M,25,1,10463,"American President, The (1995)",Comedy|Drama|Romance
5317,11,4,960907255,F,25,0,2138,"American President, The (1995)",Comedy|Drama|Romance
5319,11,4,960873667,M,18,17,94941,"American President, The (1995)",Comedy|Drama|Romance
5322,11,3,1025710301,M,35,17,97330,"American President, The (1995)",Comedy|Drama|Romance
5329,11,4,961008571,F,25,5,91773,"American President, The (1995)",Comedy|Drama|Romance
5331,11,4,961003807,M,35,14,6880,"American President, The (1995)",Comedy|Drama|Romance
5333,11,4,960825287,F,25,7,2332,"American President, The (1995)",Comedy|Drama|Romance
5337,11,5,960747739,F,35,3,02725-1010,"American President, The (1995)",Comedy|Drama|Romance
5340,11,4,960703304,F,50,3,95032,"American President, The (1995)",Comedy|Drama|Romance
5342,11,4,961201416,F,35,7,22039,"American President, The (1995)",Comedy|Drama|Romance
5347,11,4,960667310,M,25,6,53705,"American President, The (1995)",Comedy|Drama|Romance
5353,11,3,960617188,M,25,6,77030,"American President, The (1995)",Comedy|Drama|Romance
5361,11,4,960520914,F,50,16,92026,"American President, The (1995)",Comedy|Drama|Romance
5365,11,4,960502204,M,18,12,90250,"American President, The (1995)",Comedy|Drama|Romance
